TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
19778,species,bervan1,,Bernier's Vanga,Oriolia bernieri,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19779,species,sibvan1,,Sickle-billed Vanga,Falculea palliata,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19780,species,whhvan1,,White-headed Vanga,Artamella viridis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19781,issf,whhvan2,,White-headed Vanga (viridis),Artamella viridis viridis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",whhvan1
19782,issf,whhvan3,,White-headed Vanga (annae),Artamella viridis annae,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",whhvan1
19783,species,polvan1,,Pollen's Vanga,Xenopirostris polleni,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19784,species,lafvan1,,Lafresnaye's Vanga,Xenopirostris xenopirostris,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19785,species,vadvan1,,Van Dam's Vanga,Xenopirostris damii,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19786,spuh,vangid1,,Vangidae sp.,Vangidae sp.,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19788,species,borbri1,,Bornean Bristlehead,Pityriasis gymnocephala,Passeriformes,Pityriasidae (Bristlehead),Bristlehead,
19790,species,comior1,,Common Iora,Aegithina tiphia,Passeriformes,Aegithinidae (Ioras),Ioras,
19802,species,whtior1,,White-tailed Iora,Aegithina nigrolutea,Passeriformes,Aegithinidae (Ioras),Ioras,
19803,slash,y00890,,Common/White-tailed Iora,Aegithina tiphia/nigrolutea,Passeriformes,Aegithinidae (Ioras),Ioras,
19804,species,greior2,,Green Iora,Aegithina viridissima,Passeriformes,Aegithinidae (Ioras),Ioras,
19807,species,greior1,,Great Iora,Aegithina lafresnayei,Passeriformes,Aegithinidae (Ioras),Ioras,
19811,spuh,iora1,,iora sp.,Aegithina sp.,Passeriformes,Aegithinidae (Ioras),Ioras,
19813,species,brubru1,,Brubru,Nilaus afer,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19823,species,norpuf1,,Northern Puffback,Dryoscopus gambensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19828,species,pripuf1,,Pringle's Puffback,Dryoscopus pringlii,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19829,species,blbpuf2,,Black-backed Puffback,Dryoscopus cubla,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19830,issf,bkbpuf1,,Black-backed Puffback (Black-winged),Dryoscopus cubla affinis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,blbpuf2
19831,issf,bkbpuf6,,Black-backed Puffback (White-winged),Dryoscopus cubla [cubla Group],Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,blbpuf2
19836,species,reepuf1,,Red-eyed Puffback,Dryoscopus senegalensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19837,species,pifpuf1,,Pink-footed Puffback,Dryoscopus angolensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19841,species,labpuf1,,Sabine's Puffback,Dryoscopus sabini,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19844,spuh,puffba1,,puffback sp.,Dryoscopus sp.,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19845,species,martch2,,Marsh Tchagra,Bocagia minuta,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19846,issf,martch1,,Marsh Tchagra (Marsh),Bocagia minuta minuta,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,martch2
19847,issf,martch3,,Marsh Tchagra (Anchieta's),Bocagia minuta anchietae/reichenowi,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,martch2
19850,species,bkctch1,,Black-crowned Tchagra,Tchagra senegalus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19851,issf,bkctch2,,Black-crowned Tchagra (Hooded),Tchagra senegalus cucullatus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,bkctch1
19852,issf,bkctch3,,Black-crowned Tchagra (Black-crowned),Tchagra senegalus [senegalus Group],Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,bkctch1
19862,species,brctch1,,Brown-crowned Tchagra,Tchagra australis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19872,species,thstch1,,Three-streaked Tchagra,Tchagra jamesi,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19875,species,soutch1,,Southern Tchagra,Tchagra tchagra,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19879,spuh,tchagr1,,tchagra sp.,Tchagra sp.,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19880,species,renbus1,,Red-naped Bushshrike,Laniarius ruficeps,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19884,species,sombou1,,Coastal Boubou,Laniarius nigerrimus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19885,species,luebus1,,Lühder's Bushshrike,Laniarius luehderi,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19886,species,brabus1,,Braun's Bushshrike,Laniarius brauni,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19887,species,gabbus1,,Gabela Bushshrike,Laniarius amboimensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19888,species,turbou1,,Turati's Boubou,Laniarius turatii,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19889,species,trobou2,,Ethiopian Boubou,Laniarius aethiopicus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19890,species,trobou1,,Tropical Boubou,Laniarius major,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19895,species,zanbou1,,Zanzibar Boubou,Laniarius sublacteus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19896,species,gabbou1,,Gabon Boubou,Laniarius bicolor,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19897,issf,gabbou2,,Gabon Boubou (Gabon),Laniarius bicolor bicolor/guttatus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,gabbou1
19900,issf,gabbou3,,Gabon Boubou (Okavango),Laniarius bicolor sticturus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,gabbou1
19901,species,soubou1,,Southern Boubou,Laniarius ferrugineus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19908,species,comgon1,,Yellow-crowned Gonolek,Laniarius barbarus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19911,species,blhgon1,,Black-headed Gonolek,Laniarius erythrogaster,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19912,species,crbgon1,,Crimson-breasted Gonolek,Laniarius atrococcineus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19913,species,papgon1,,Papyrus Gonolek,Laniarius mufumbiri,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19914,species,yebbou1,,Yellow-breasted Boubou,Laniarius atroflavus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19915,species,slcbou1,,Slate-colored Boubou,Laniarius funebris,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19918,species,soobou1,,Lowland Sooty Boubou,Laniarius leucorhynchus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19919,species,wisbou1,,Willard's Sooty Boubou,Laniarius willardi,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19920,species,mosbou1,,Western Boubou,Laniarius poensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19921,issf,mosbou2,,Western Boubou (Cameroon),Laniarius poensis camerunensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,mosbou1
19922,issf,mosbou3,,Western Boubou (Bioko),Laniarius poensis poensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,mosbou1
19923,species,mosbou4,,Albertine Boubou,Laniarius holomelas,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19924,species,fuebou1,,Fülleborn's Boubou,Laniarius fuelleborni,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19925,issf,fuebou2,,Fülleborn's Boubou (Usambara),Laniarius fuelleborni usambaricus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,fuebou1
19926,issf,fuebou3,,Fülleborn's Boubou (Fülleborn's),Laniarius fuelleborni fuelleborni,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,fuebou1
19927,spuh,boubou1,,boubou sp.,Laniarius sp.,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19928,species,ropbus1,,Rosy-patched Bushshrike,Rhodophoneus cruentus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19933,species,bokmak1,,Bokmakierie,Telophorus zeylonus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19934,issf,bokmak2,,Bokmakierie (Southern),Telophorus zeylonus [zeylonus Group],Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,bokmak1
19938,issf,bokmak3,,Bokmakierie (Chimanimani),Telophorus zeylonus restrictus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,bokmak1
19939,species,focbus2,,Four-colored Bushshrike,Telophorus viridis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19940,issf,focbus1,,Four-colored Bushshrike (Gorgeous),Telophorus viridis viridis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,focbus2
19941,issf,focbus3,,Four-colored Bushshrike (Four-colored),Telophorus viridis [quadricolor Group],Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,focbus2
19945,species,dohbus1,,Doherty's Bushshrike,Telophorus dohertyi,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19946,species,gygbus1,,Gray-green Bushshrike,Chlorophoneus bocagei,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19949,species,subbus1,,Sulphur-breasted Bushshrike,Chlorophoneus sulfureopectus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19952,species,olibus1,,Olive Bushshrike,Chlorophoneus olivaceus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19958,species,macbus2,,Many-colored Bushshrike,Chlorophoneus multicolor,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19962,species,blfbus1,,Black-fronted Bushshrike,Chlorophoneus nigrifrons,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19966,species,mtkbus1,,Mount Kupe Bushshrike,Chlorophoneus kupeensis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19967,species,fibbus1,,Fiery-breasted Bushshrike,Malaconotus cruentus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19968,species,lagbus1,,Lagden's Bushshrike,Malaconotus lagdeni,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19969,issf,lagbus2,,Lagden's Bushshrike (Lagden's),Malaconotus lagdeni lagdeni,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,lagbus1
19970,issf,lagbus3,,Lagden's Bushshrike (Eastern),Malaconotus lagdeni centralis,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,lagbus1
19971,species,grbbus1,,Green-breasted Bushshrike,Malaconotus gladiator,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19972,species,gyhbus1,,Gray-headed Bushshrike,Malaconotus blanchoti,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19980,species,monbus1,,Monteiro's Bushshrike,Malaconotus monteiri,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19981,issf,monbus2,,Monteiro's Bushshrike (Mt. Cameroon),Malaconotus monteiri perspicillatus,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,monbus1
19982,issf,monbus3,,Monteiro's Bushshrike (Monteiro's),Malaconotus monteiri monteiri,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,monbus1
19983,species,ulubus1,,Uluguru Bushshrike,Malaconotus alius,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19984,spuh,bushsh1,,bushshrike sp.,Telophorus/Malaconotus sp.,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,
19986,species,papdro1,,Drongo Fantail,Chaetorhynchus papuensis,Passeriformes,Rhipiduridae (Fantails),Fantails,
19987,species,cepfly1,,Cerulean Flycatcher,Eutrichomyias rowleyi,Passeriformes,Rhipiduridae (Fantails),Fantails,
19988,species,silkta2,,Taveuni Silktail,Lamprolia victoriae,Passeriformes,Rhipiduridae (Fantails),Fantails,
19989,species,silkta3,,Natewa Silktail,Lamprolia klinesmithi,Passeriformes,Rhipiduridae (Fantails),Fantails,
19990,species,blafan1,,Black Fantail,Rhipidura atra,Passeriformes,Rhipiduridae (Fantails),Fantails,
19993,species,bacfan1,,Black-and-cinnamon Fantail,Rhipidura nigrocinnamomea,Passeriformes,Rhipiduridae (Fantails),Fantails,
19996,species,blufan1,,Mindanao Blue-Fantail,Rhipidura superciliaris,Passeriformes,Rhipiduridae (Fantails),Fantails,
19999,species,visblf1,,Visayan Blue-Fantail,Rhipidura samarensis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20000,species,tabfan1,,Tablas Fantail,Rhipidura sauli,Passeriformes,Rhipiduridae (Fantails),Fantails,
20001,species,visfan1,,Visayan Fantail,Rhipidura albiventris,Passeriformes,Rhipiduridae (Fantails),Fantails,
20002,species,blhfan1,,Blue-headed Fantail,Rhipidura cyaniceps,Passeriformes,Rhipiduridae (Fantails),Fantails,
20005,species,spofan1,,Spotted Fantail,Rhipidura perlata,Passeriformes,Rhipiduridae (Fantails),Fantails,
20006,species,citfan1,,Cinnamon-tailed Fantail,Rhipidura fuscorufa,Passeriformes,Rhipiduridae (Fantails),Fantails,
20007,species,whwfan1,,White-winged Fantail,Rhipidura cockerelli,Passeriformes,Rhipiduridae (Fantails),Fantails,
20008,issf,cocfan1,,White-winged Fantail (White-winged),Rhipidura cockerelli [cockerelli Group],Passeriformes,Rhipiduridae (Fantails),Fantails,whwfan1
20013,issf,cocfan2,,White-winged Fantail (Dot-breasted),Rhipidura cockerelli lavellae,Passeriformes,Rhipiduridae (Fantails),Fantails,whwfan1
20014,issf,cocfan3,,White-winged Fantail (Black-breasted),Rhipidura cockerelli albina,Passeriformes,Rhipiduridae (Fantails),Fantails,whwfan1
20015,species,cocfan4,,White-gorgeted Fantail,Rhipidura coultasi,Passeriformes,Rhipiduridae (Fantails),Fantails,
20016,species,norfan1,,Northern Fantail,Rhipidura rufiventris,Passeriformes,Rhipiduridae (Fantails),Fantails,
20017,issf,norfan2,,Northern Fantail (Obi),Rhipidura rufiventris obiensis,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20018,issf,norfan3,,Northern Fantail (Buru),Rhipidura rufiventris bouruensis,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20019,issf,norfan4,,Northern Fantail (Kai),Rhipidura rufiventris assimilis/finitima,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20022,issf,norfan10,,Northern Fantail (Seram),Rhipidura rufiventris cinerea,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20023,issf,norfan5,,Northern Fantail (Rote),Rhipidura rufiventris tenkatei,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20024,issf,norfan6,,Northern Fantail (Timor),Rhipidura rufiventris rufiventris/pallidiceps,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20027,issf,norfan11,,Northern Fantail (Banda Sea),Rhipidura rufiventris hoedti,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20028,issf,norfan12,,Northern Fantail (Biak),Rhipidura rufiventris kordensis,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20029,issf,norfan8,,Northern Fantail (Chin-spot),Rhipidura rufiventris nigromentalis,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20030,issf,norfan9,,Northern Fantail (Melanesian),Rhipidura rufiventris [setosa Group],Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20039,issf,norfan13,,Northern Fantail (Northern),Rhipidura rufiventris isura,Passeriformes,Rhipiduridae (Fantails),Fantails,norfan1
20040,species,brcfan1,,Brown-capped Fantail,Rhipidura diluta,Passeriformes,Rhipiduridae (Fantails),Fantails,
20043,species,sotfan1,,Sooty Thicket-Fantail,Rhipidura threnothorax,Passeriformes,Rhipiduridae (Fantails),Fantails,
20046,species,bltfan1,,Black Thicket-Fantail,Rhipidura maculipectus,Passeriformes,Rhipiduridae (Fantails),Fantails,
20047,species,wbtfan1,,White-bellied Thicket-Fantail,Rhipidura leucothorax,Passeriformes,Rhipiduridae (Fantails),Fantails,
20050,species,wilwag1,,Willie-wagtail,Rhipidura leucophrys,Passeriformes,Rhipiduridae (Fantails),Fantails,
20054,species,piefan1,,Malaysian Pied-Fantail,Rhipidura javanica,Passeriformes,Rhipiduridae (Fantails),Fantails,
20057,species,phipif1,,Philippine Pied-Fantail,Rhipidura nigritorquis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20058,species,whtfan1,,White-throated Fantail,Rhipidura albicollis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20068,species,spbfan1,,Spot-breasted Fantail,Rhipidura albogularis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20071,hybrid,x00812,,White-throated x Spot-breasted Fantail (hybrid),Rhipidura albicollis x albogularis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20072,slash,y00892,,White-throated/Spot-breasted Fantail,Rhipidura albicollis/albogularis,Passeriformes,Rhipiduridae (Fantails),Fantails,
20073,species,rutfan1,,Rufous-tailed Fantail,Rhipidura phoenicura,Passeriformes,Rhipiduridae (Fantails),Fantails,
20074,species,whbfan1,,White-bellied Fantail,Rhipidura euryura,Passeriformes,Rhipiduridae (Fantails),Fantails,
20075,species,whbfan2,,White-browed Fantail,Rhipidura aureola,Passeriformes,Rhipiduridae (Fantails),Fantails,
20079,slash,y00893,,White-throated/White-browed Fantail,Rhipidura albicollis/aureola,Passeriformes,Rhipiduridae (Fantails),Fantails,
20080,slash,y00801,,Spot-breasted/White-browed Fantail,Rhipidura albogularis/aureola,Passeriformes,Rhipiduridae (Fantails),Fantails,
20081,species,rubfan1,,Rufous-backed Fantail,Rhipidura rufidorsa,Passeriformes,Rhipiduridae (Fantails),Fantails,
